award_id,title,amount,institution,effective_date,expiration_date,abstract,program_element_code,program_element_name,directorate,division_code,division_name,investigator,state_name,state_code,ProgramReference
2028387,"['inclusive', 'privacy', 'effective', 'privacy', 'management', 'people', 'visual', 'impairments']",341522,University of Illinois at Urbana-Champaign,10/16/2019,05/31/2022,"['provide', 'people', 'disabilities', 'particularly', 'visual', 'impairments', 'better', 'privacy', 'tools', 'working', 'computers', 'although', 'information', 'privacy', 'concern', 'everyone', 'common', 'tools', 'spam-detecting', 'captchas', 'password', 'strength', 'meters', 'security', 'alert', 'messages', 'browser', 'icons', 'indicate', 'secure', 'connections', 'often', 'designed', 'without', 'considering', 'people', 'visual', 'impairments', 'thus', 'hard', 'group', 'use', 'meanwhile', 'common', 'workarounds', 'audio', 'screen', 'readers', 'requests', 'help', 'people', 'come', 'privacy', 'risks', 'better', 'understand', 'privacy', 'challenges', 'people', 'visual', 'impairments', 'face', 'researchers', 'first', 'study', 'use', 'known', 'privacy', 'concerns', 'around', 'technologies', 'work', 'people', 'visual', 'impairments', 'generate', 'test', 'improve', 'design', 'ideas', 'might', 'address', 'challenges', 'concerns', 'finally', 'work', 'generalize', 'studies', 'designs', 'populations', 'including', 'older', 'adults', 'might', 'different', 'privacy', 'expectations', 'younger', 'people', 'well', 'people', 'cognitive', 'impairments', 'lead', 'better', 'understanding', 'privacy', 'needs', 'across', 'population', 'well', 'inclusive', 'designs', 'privacy', 'management', 'tools', 'better', 'underserved', 'populations', 'people', 'spread', 'knowledge', 'increase', 'impact', 'work', 'team', 'hold', 'workshops', 'relevant', 'local', 'disability', 'groups', 'well', 'develop', 'course', 'materials', 'inclusive', 'accessible', 'privacy', 'security', 'education', 'seed', 'labs', 'program', 'widely', 'used', 'education', 'brbrthe', 'organized', 'around', 'three', 'main', 'phases', 'first', 'phase', 'learn', 'privacy', 'needs', 'people', 'visual', 'impairments', 'combination', 'longitudinal', 'diary', 'studies', 'people', 'record', 'answer', 'questions', 'incidents', 'felt', 'privacy', 'risk', 'observational', 'studies', 'people', 'visual', 'impairments', 'help', 'givers', 'technology', 'context', 'second', 'phase', 'looks', 'develop', 'better', 'privacy', 'tools', 'team', 'focus', 'first', 'privacy', 'threat', 'reminders', 'tools', 'privacy-respecting', 'collaborative', 'use', 'key', 'issues', 'arose', 'preliminary', 'work', 'develop', 'tools', 'response', 'concerns', 'identified', 'first', 'phase', 'design', 'activity', 'researchers', 'use', 'participatory', 'design', 'approach', 'includes', 'people', 'visual', 'impairments', 'appropriate', 'help', 'givers', 'design', 'team', 'working', 'local', 'disability', 'lab', 'designs', 'follow', 'standard', 'iterative', 'process', 'starting', 'initial', 'requirements', 'generation', 'moving', 'brainstorming', 'low-fidelity', 'prototypes', 'finally', 'developing', 'testing', 'high-fidelity', 'prototypes', 'third', 'phase', 'involves', 'results', 'first', 'two', 'phases', 'generate', 'guidelines', 'inclusive', 'privacy', 'design', '--', 'general', 'privacy', 'guidelines', 'may', 'apply', 'user', 'populations', 'varying', 'abilities', 'team', 'conduct', 'similar', 'phase', 'one', 'groups', 'older', 'adults', 'people', 'cognitive', 'impairments', 'group', 'younger', 'people', 'without', 'disabilities', 'test', 'privacy', 'tools', 'generated', 'phase', 'two', 'groups', 'identify', 'issues', 'arise', 'populations', 'modify', 'tools', 'broadly', 'inclusive']",8060,Secure &Trustworthy Cyberspace,CSE,CNS,Division Of Computer and Network Systems,Yang Wang,Illinois,IL,"['SaTC: Secure and Trustworthy Cyberspace', 'CAREER-Faculty Erly Career Dev', 'CNCI']"
2028506,"['improving', 'capabilities', 'measure', 'robustness', 'critical', 'communications', 'infrastructure', 'case', 'study', 'covid-19', 'quarantine-induced', 'internet', 'performance']",137578,University of California-San Diego,05/01/2020,10/31/2020,"['crisis', 'covid-19', 'pandemic', 'internet', 'facing', 'unprecedented', 'surges', 'traffic', 'induced', 'use', 'cloud-based', 'telecommuting', 'remote', 'education', 'tools', 'real-time', 'video', 'meetings', 'online', 'classes', 'however', 'existing', 'network', 'throughput', 'measurement', 'speed', 'test', 'platforms', 'often', 'representative', 'performance', 'cloud-based', 'applications', 'due', 'location', 'test', 'servers', 'measuring', 'performance', 'interconnections', 'cloud', 'platforms', 'internet', 'service', 'providers', 'cloud-isp', 'links', 'critical', 'missing', 'piece', 'understanding', 'user-experienced', 'performance', 'cloud-based', 'videoconferencing', 'applicationsbrbrthis', 'design', 'deploy', 'experiments', 'measure', 'network', 'congestion', 'cloud-isp', 'links', 'tracking', 'evolution', 'performance', 'degradations', 'mandatory', 'sheltering-in-place', 'orders', 'segments', 'us', 'work', 'force', 'transition', 'back', 'workplaces', 'scientific', 'measurement', 'tackle', 'three', 'challenges', '1', 'strategic', 'selection', 'test', 'servers', 'within', 'residential', 'access', 'transit', 'isps', 'based', 'topology', 'measurements', 'analytics', '2', 'scientific', 'characterization', 'algorithms', 'behavior', 'speed', 'tests', '3', 'correct', 'interpretation', 'measurement', 'results', 'experiments', 'leverage', 'speed', 'test', 'servers', 'deployed', 'various', 'commercial', 'platforms', 'eg', 'ookla', 'vantage', 'points', 'conduct', 'throughput', 'measurements', 'cloud', 'platforms', 'hosting', 'high-bandwidth', 'applications', 'operationalizing', 'experiment', 'provide', 'longitudinal', 'data', 'analyze', 'performance', 'degradation', 'cloud-isp', 'interconnectionsbrbrthis', 'enable', 'studying', 'performance', 'reliability', 'critical', 'internet', 'infrastructures', 'us', 'pandemic', 'collecting', 'sharing', 'data', 'sheds', 'light', 'quality', 'experience', 'cloud-based', 'telework', 'applications', 'visualized', 'data', 'generated', 'provide', 'longitudinal', 'views', 'network', 'performance', 'identify', 'performance', 'degradations', 'fine', 'granularity', 'geographically', 'topologically', 'resulting', 'tools', 'methods', 'help', 'guide', 'future', 'infrastructure', 'improvements', 'advance', 'ability', 'monitor', 'increasing', 'critical', 'communications', 'ecosystembrbrdetail', 'information', 'data', 'httpswebspeedtestcaidaorgbrbrthis', 'foundations']",158Y,COVID-19 Research,CSE,CNS,Division Of Computer and Network Systems,Kimberly C Claffy,California,CA,"['COVID-19 Research', 'RAPID']"
2028508,"['corps', 'lean', 'launchpad', 'methodology', 'unlock', 'potential', 'moderate', 'focused', 'hbcus']",237998,North Carolina Agricultural & Technical State University,07/01/2020,06/30/2022,"['eager', 'engages', 'potential', 'transformative', 'field', 'involves', 'study', 'evaluates', 'potential', 'corps', 'model', 'lean', 'launchpad', 'methodologies', 'foster', 'entrepreneurial', 'mindset', 'innovation-worthy', 'concepts', 'hbcus', 'traditionally', 'intensive', 'initiatives', 'brbrinnovation', 'one', 'important', 'drivers', 'economic', 'growth', 'prosperity', '21st', 'century', 'yet', 'according', 'report', 'demographics', 'eight', 'percent', 'minorities', 'twelve', 'percent', 'women', 'less', '005', 'percent', 'african', 'americans', 'innovators', 'maintain', 'nation’s', 'position', 'leader', 'global', 'imperative', 'unlock', 'potential', 'citizens', 'ninety', 'percent', 'hbcus', 'research-intensive', 'institutions', 'represent', 'untapped', 'resource', 'innovative', 'ideas', 'engage', 'academic', 'population', 'entrepreneurship', 'reimagine', 'fit', 'hbcus', 'manage', 'seven-week', 'entrepreneurship', 'scholars', 'program', 'train', 'faculty', 'lean', 'launchpad', 'methodology', 'evaluate', 'effectiveness', 'generating', 'entrepreneurship', 'hbcus', 'results', 'study', 'used', 'create', 'hbcu', 'alliance', 'resource', 'center', 'continue', 'program', 'beyond', 'projectbrbrthe', 'outcomes', 'advance', 'understanding', 'whether', 'lean', 'launchpad', 'increase', 'interest', 'engagement', 'stem', 'entrepreneurship', 'inform', 'practices', 'developing', 'entrepreneurial', 'capability', 'moderate', 'level', 'hbcusbrbrthis', 'foundations']",1714,Special Projects - CNS,CSE,CNS,Division Of Computer and Network Systems,Anthony Graham,North Carolina,NC,['EAGER']
2028536,"['internet', 'widespread', 'shelter-in-place', 'resilience', 'response', 'lessons', 'future']",74975,Northeastern University,05/01/2020,04/30/2021,"['spread', 'covid-19', 'led', 'unprecedented', 'ongoing', 'changes', 'daily', 'life', 'including', 'shelter-in-place', 'orders', 'widespread', 'closing', 'businesses', 'schools', 'work-from-home', 'school-from-home', 'previously', 'unknown', 'levels', 'changes', 'behavior', 'placing', 'extraordinary', 'demands', 'internet', 'measure', 'internet’s', 'ability', 'meet', 'demands', 'including', 'comparing', 'performance', 'peak', 'covid-19', 'whether', 'amount', 'change', 'varies', 'areas', 'heavily', 'impacted', 'covid-19', 'less', 'impacted', 'whether', 'networks', 'adaptbrbrto', 'provide', 'rich', 'understanding', 'combine', 'multiple', 'internet-scale', 'datasets', 'provide', 'complementary', 'views', 'investigate', 'responses', 'covid-19', 'impacted', 'internet', 'networks', 'reacted', 'specifically', 'measure', 'workloads', 'changed', 'impact', 'networks', 'response', 'covid-19', 'measuring', 'traffic', 'patterns', 'worldwide', 'impact', 'congestion', 'performance', 'globally', 'addition', 'measure', 'networks', 'react', 'changes', 'workloads', 'monitoring', 'path', 'changes', 'indicate', 'rerouting', 'traffic', 'surges', 'induced', 'measures', 'response', 'covid-19', 'identifying', 'whether', 'traffic', 'management', 'deployed', 'deprioritizing', 'certain', 'network', 'flows', 'measuring', 'whether', 'networks', 'add', 'interconnections', 'upgrade', 'capacity', 'brbrmeasuring', 'network', 'impact', 'covid-19', 'illuminate', 'internet’s', 'strengths', 'weak', 'points', 'crucial', 'step', 'towards', 'improving', 'internet’s', 'future', 'resilience', 'face', 'pandemics', 'natural', 'disasters', 'scale', 'conflict', 'terrorist', 'attacks', 'internet', 'designed', 'resiliency', 'cloud', 'content', 'providers', 'avoiding', 'public', 'internet', 'exchange', 'points', 'public', 'internet', 'favor', 'private', 'interconnection', 'private', 'wide-area', 'networks', 'understand', 'impact', 'decisions', 'relative', 'performance', 'strategies', 'stress', 'play', 'critical', 'role', 'informing', 'future', 'funding', 'design', 'critical', 'internet', 'infrastructure', 'brbrall', 'data', 'measurement', 'tools', 'analysis', 'code', 'used', 'study', 'published', 'greatest', 'extent', 'permitted', 'affiliated', 'organizations', 'prevailing', 'data', 'privacy', 'regulations', 'links', 'artifacts', 'posted', 'atbrhttpscovid19-internet-resiliencegithubio', 'goal', 'keep', 'artifacts', 'perpetuity', 'via', 'free', 'storage', 'cloud', 'repositories', 'though', 'duration', 'subject', 'availability', 'resources', 'tools', 'code', 'maintained', 'long', 'remain', 'useful', 'measuring', 'internet', 'resiliencebrbrthis', 'foundations']",158Y,COVID-19 Research,CSE,CNS,Division Of Computer and Network Systems,David R Choffnes,Massachusetts,MA,"['COVID-19 Research', 'RAPID']"
2028547,"['acoustic', 'communications', 'sensing', 'covid-19', 'data', 'collection']",100000,Ohio State University,06/15/2020,05/31/2022,"['outbreak', 'coronavirus', 'covid-19', 'unfolded', 'major', 'international', 'crisis', 'whose', 'influence', 'extended', 'every', 'aspect', 'daily', 'life', 'led', 'devastating', 'loss', 'human', 'life', 'well', 'nations', 'economic', 'well-being', 'various', 'us', 'begin', 'restart', 'economies', 'contact', 'tracing', 'become', 'invaluable', 'tool', 'allowing', 'workforce', 'return', 'safe', 'controlled', 'manner', 'proposed', 'build', 'privacy-preserving', 'crowdsensing', 'system', 'effective', 'covid-19', 'tracking', 'tracing', 'leveraging', 'ubiquity', 'mobile', 'devices', 'work', 'overcomes', 'key', 'challenges', 'infrastructure-based', 'techniques', 'video', 'monitoring', 'systems', 'etc', 'difficult', 'scale', 'provide', 'broad', 'coverage', 'approach', 'uses', 'unique', 'inaudible', 'acoustic', 'based', 'communication', 'system', 'identify', 'monitor', 'persons', 'users', 'interacted', 'uses', 'acoustic', 'signal', 'transmission', 'every', 'day', 'mobile', 'phone', 'sensors', 'ie', 'inbuilt', 'speakers', 'microphones', 'facilitate', 'easy', 'implementation', 'conducted', 'overcome', 'key', 'challenges', 'energy', 'management', 'power', 'control', 'prolong', 'battery', 'life', 'dealing', 'occluded', 'environment', 'phone', 'may', 'pocket', 'purse', 'detecting', 'physical', 'interactions', 'users', 'thus', 'making', 'fundamental', 'contributions', 'domain', 'specific', 'areas', 'themselvesbr', 'brthe', 'system', 'leverage', 'normal', 'procedure', 'human', 'interactions', 'context', 'social', 'encounters', 'adapt', 'acoustic', 'signals', 'dissemination', 'service', 'selectively', 'broadcasts', 'information', 'within', 'particular', 'turfs', 'encounters', 'information', 'uploaded', 'central', 'server', 'either', 'automatically', 'users', 'manual', 'processing', 'map', 'central', 'server', 'updated', 'accordingly', 'solution', 'preserve', 'desirable', 'qualities', 'following', 'dimensions', 'sensing', 'acoustic', 'signals', 'mobile', 'phones', 'small', 'compared', 'competing', 'systems', 'bluetooth', 'meets', 'requirements', 'virus', 'detection', 'fact', 'feature', 'enables', 'far', 'less', 'false', 'positives', 'bluetooth', 'based', 'approaches', 'short', 'helps', 'privacy', 'ii', 'users', 'unique', 'id', 'wifi', 'bluetooth', 'mac', 'addresses', 'would', 'disclosed', 'peer', 'encounters', 'instead', 'randomly', 'generated', 'ids', 'disclosed', 'iii', 'users', 'choose', 'information', 'report', 'central', 'server', 'eg', 'encounters', 'withwithout', 'gps', 'medical', 'condition', 'age', 'real', 'id', 'etc', 'could', 'choose', 'report', 'certain', 'encounters', 'encounters', 'certain', 'locationsbrbrthis', 'foundations']",158Y,COVID-19 Research,CSE,CNS,Division Of Computer and Network Systems,Ness Shroff,Ohio,OH,"['COVID-19 Research', 'RAPID']"
2028677,"['compositional', 'approximate', 'quantitative', 'reasoning', 'medical', 'cyber-physical', 'systems']",244692,Georgia Tech Research Corporation,04/30/2020,06/30/2022,"['represents', 'cross-disciplinary', 'collaborative', 'effort', 'developing', 'rigorous', 'closed-loop', 'approaches', 'designing', 'simulating', 'verifying', 'medical', 'devices', 'work', 'open', 'fundamental', 'approaches', 'radically', 'accelerating', 'pace', 'medical', 'device', 'especially', 'sphere', 'cardiac-device', 'design', 'specific', 'attention', 'devoted', 'developing', 'advanced', 'formal', 'methods-based', 'approaches', 'analyzing', 'controller', 'designs', 'safety', 'effectiveness', 'devising', 'methods', 'expediting', 'regulatory', 'third-party', 'reviews', 'device', 'designs', 'team', 'includes', 'members', 'backgrounds', 'computer', 'science', 'electrical', 'engineering', 'biophysics', 'cardiology', 'pis', 'use', 'coordinated', 'approach', 'balances', 'theoretical', 'experimental', 'practical', 'concerns', 'yield', 'results', 'intended', 'transform', 'practice', 'device', 'design', 'facilitating', 'translation', 'cardiac', 'therapies', 'practicebrbrthe', 'proposed', 'effort', 'lead', 'significant', 'advances', 'art', 'system', 'verification', 'cardiac', 'therapies', 'based', 'use', 'formal', 'methods', 'closed-loop', 'control', 'verification', 'animating', 'vision', 'work', 'enable', 'development', 'true', 'silico', 'design', 'methodology', 'medical', 'devices', 'used', 'speed', 'development', 'devices', 'provide', 'greater', 'assurance', 'behaviors', 'match', 'designers', 'intentions', 'pass', 'regulatory', 'muster', 'quickly', 'used', 'patients', 'needing', 'care', 'scientific', 'work', 'proposed', 'serve', 'vision', 'providing', 'mathematically', 'robust', 'techniques', 'analyzing', 'verifying', 'behavior', 'medical', 'devices', 'modeling', 'simulating', 'heart', 'dynamics', 'conducting', 'closed-loop', 'verification', 'proposed', 'therapeutic', 'approaches', 'brbrthe', 'acceleration', 'medical', 'device', 'achievable', 'result', 'proposed', 'long-term', 'sustained', 'societal', 'benefits', 'better', 'diagnostic', 'therapeutic', 'technologies', 'enter', 'practice', 'medicine', 'quickly', 'yield', 'collection', 'tools', 'techniques', 'applicable', 'design', 'types', 'devices', 'finally', 'contribute', 'development', 'human', 'resources', 'inclusion', 'under-represented', 'groups', 'via', 'extensive', 'education', 'outreach', 'programs', 'including', 'intensive', 'workshop', 'experiences', 'undergraduates']",7918,CPS-Cyber-Physical Systems,CSE,CNS,Division Of Computer and Network Systems,Elizabeth M Cherry,Georgia,GA,"['CYBER-PHYSICAL SYSTEMS (CPS)', 'CPS- Frontier', 'WOMEN, MINORITY, DISABLED, NEC']"
2028719,"['research-driven', 'messaging', 'campaign', 'transform', 'perceptions', 'urms', 'stem']",299999,Jackson State University,07/15/2020,06/30/2022,"['eager', 'engages', 'potential', 'transform', 'field', 'entrepreneurship', 'relates', 'women', 'color', 'educational', 'academic', 'related', 'environments', 'goal', 'use', 'storytelling', 'explore', 'factors', 'influence', 'access', 'pursuit', 'success', 'underrepresented', 'populations', 'innovative', 'stem', 'spaces', 'create', 'research-driven', 'messaging', 'campaign', 'national', 'science', 'foundation’s', 'nsf’s', 'program', 'brbrinnovation', 'entrepreneurship', 'major', 'economic', 'drivers', 'essential', 'ensure', 'nation’s', 'standing', 'global', 'leader', 'science', 'technology', 'significant', 'lack', 'inclusion', 'under-represented', 'groups', 'stem', 'absence', 'innovators', 'diverse', 'experiences', 'ideas', 'perspectives', 'stories', 'including', 'groups', 'national', 'network', 'add', 'potentially', 'transformative', 'ways', 'thinking', 'entrepreneurship', 'results', 'study', 'used', 'uncover', 'factors', 'stories', 'ideas', 'experiences', 'perceptions', 'influenceplay', 'role', 'nsf’s', 'under-represented', 'populations', 'access', 'pursuit', 'success', 'innovative', 'stem', 'spaces', 'academic', 'inform', 'implementation', 'pilot', 'messaging', 'campaign', 'aimed', 'under-represented', 'groups', 'nsf’s', 'program', 'brbrprevious', 'efforts', 'address', 'under-represented', 'women', 'stem', 'effective', 'producing', 'substantive', 'impact', 'led', 'measurable', 'increases', 'area', 'focusing', 'stories', 'told', 'under-represented', 'stem', 'seeks', 'uncover', 'specific', 'reasons', 'groups', 'access', 'stem', 'sectors', 'think', 'fit', 'spaces', 'outcomes', 'expected', 'advance', 'understanding', 'barriers', 'members', 'under-represented', 'face', 'stem', 'fields', 'potential', 'significantly', 'impact', 'inclusion', 'underrepresented', 'groups', 'stem', 'within', 'workplaces', 'schools', 'universities', 'community', 'spacesbrbrthis', 'foundations']",8046,I-Corps-Sites,CSE,CNS,Division Of Computer and Network Systems,Almesha L Campbell,Mississippi,MS,['EAGER']
2028734,"['predicting', 'labeling', 'email', 'phishing', 'social', 'influence', 'cues', 'user', 'characteristics']",500000,University of Florida,10/01/2020,09/30/2023,"['phishing', 'dangerous', 'popular', 'cyber', 'attack', 'exerts', 'costs', 'internet', 'users', 'corporations', 'strong', 'implications', 'national', 'security', 'anti-phishing', 'solutions', 'focused', 'automatic', 'detection', 'via', 'combination', 'vetting', 'known', 'malicious', 'websites', 'blocklists', 'machine', 'learning', 'filter', 'phishing', 'although', 'successful', 'practice', 'approaches', 'cannot', 'prevent', 'phishing', 'strategies', 'reaching', 'users', 'determining', 'malicious', 'intent', 'text', 'remains', 'unsolved', 'problem', 'messages', 'websites', 'used', 'attacks', 'constantly', 'change', 'rendering', 'blocklists', 'learning', 'models', 'quickly', 'outdated', 'developing', 'warning', 'tool', 'web', 'mail', 'exposes', 'users', 'key', 'invariant', 'phishing', 'attacks', 'application', 'persuasive', 'influence', 'message', 'text', 'framing', 'message', 'either', 'potentially', 'causing', 'gain', 'loss', 'creating', 'emotional', 'salience', 'content', 'positive', 'negative', 'performed', 'google', 'security', 'anti-abuse', 'team', 'potential', 'technology', 'transfer', 'organic', 'industry', 'educational', 'component', 'workshop', 'phishing', 'awareness', 'public', 'gainesville', 'floridabrbrthe', 'tool', 'created', 'tested', 'relies', 'machine', 'learning', 'framework', 'exposes', 'different', 'types', 'influence', 'cues', 'text', 'via', 'combination', 'topic', 'modeling', 'sentiment', 'analysis', 'standard', 'machine', 'learning', 'algorithms', 'warnings', 'generated', 'according', 'estimated', 'user', 'susceptibility', 'score', 'email', 'computed', 'via', 'susceptibility', 'datasets', 'google', 'tool', 'based', 'behavioral-based', 'user', 'study', 'investigates', 'whether', 'tool', 'reduces', 'real-life', 'susceptibility', 'email', 'phishing', 'overall', 'goals', 'improve', 'human-based', 'detection', 'users', 'decision-making', 'processes', 'reduce', 'users', 'likelihood', 'falling', 'phishingbrbrthis', 'foundations']",8060,Secure &Trustworthy Cyberspace,CSE,CNS,Division Of Computer and Network Systems,Elie Bursztein,Florida,FL,"['SaTC: Secure and Trustworthy Cyberspace', 'Artificial Intelligence (AI)', 'GRANT OPP FOR ACAD LIA W/INDUS', 'CNCI', 'SMALL PROJECT', 'WOMEN, MINORITY, DISABLED, NEC']"
2028738,"['data', 'understand', 'effects', 'transportation', 'spread', 'covid-19', 'propagator', 'control', 'mechanism']",75485,Purdue University,07/15/2020,06/30/2022,"['spread', 'covid-19', 'broad', 'implications', 'human', 'health', 'economies', 'around', 'world', 'smart', 'connected', 'monitor', 'spread', 'covid-19', 'collecting', 'real-time', 'information', 'active', 'covid-19', 'cases', 'understand', 'transportation', 'driven', 'spread', 'virus', 'quantify', 'travel', 'restrictions', 'limited', 'spread', 'virus', 'data', 'collection', 'gather', 'store', 'real-time', 'information', 'spread', 'covid-19', 'timeline', 'travel', 'restrictions', 'three', 'sets', 'data', 'employed', 'model', 'virus', 'propagates', 'via', 'transportation', 'various', 'network-dependent', 'epidemic', 'models', 'finally', 'collected', 'data', 'calibrated', 'epidemic', 'models', 'analysis', 'conducted', 'understand', 'effective', 'different', 'modifications', 'transportation', 'network', 'structure', 'travel', 'restrictions', 'set', 'slowing', 'spread', 'covid-19', 'factoring', 'economic', 'effects', 'understanding', 'transportation', 'network', 'acts', 'propagator', 'virus', 'control', 'actions', 'taken', 'local', 'national', 'governments', 'limit', 'block', 'travel', 'within', 'regions', 'slow', 'spread', 'virus', 'provide', 'framework', 'development', 'mitigation', 'strategies', 'covid-19', 'pandemic', 'well', 'possible', 'outbreaks', 'future', 'strategies', 'limit', 'loss', 'human', 'life', 'reduce', 'economic', 'virus', 'methods', 'developed', 'result', 'work', 'beneficial', 'future', 'battling', 'subsequent', 'outbreaksbrbrthis', 'apply', 'network', 'modeling', 'techniques', 'understand', 'different', 'control', 'actions', 'transportation', 'network', 'influence', 'spread', 'virus', 'understanding', 'gained', 'herein', 'inform', 'decision', 'makers', 'future', 'outbreaks', 'transportation-related', 'mitigation', 'strategies', 'use', 'different', 'situations', 'point', 'outbreak', 'use', 'order', 'minimize', 'spread', 'virus', 'well', 'economic', 'impact', 'draw', 'contribute', 'wide-ranging', 'fundamental', 'results', 'statistical', 'data', 'analysis', 'mathematical', 'modeling', 'analysis', 'epidemic', 'processes', 'mathematical', 'programming', 'network', 'analysis', 'control', 'theory', 'resulting', 'study', 'problems', 'contribute', 'advancement', 'mathematical', 'modeling', 'analysis', 'infectious', 'diseases', 'mitigation', 'optimization', 'algorithms', 'heuristicsbrbrthis', 'foundations']",158Y,COVID-19 Research,CSE,CNS,Division Of Computer and Network Systems,Philip E Pare,Indiana,IN,"['COVID-19 Research', 'RAPID']"
2028748,"['scalable', 'cyber', 'attack', 'investigation', 'declarative', 'queriesand', 'interrogative', 'analysis']",499979,Case Western Reserve University,10/01/2020,09/30/2023,"['recent', 'cyber-attacks', 'exploit', 'multiple', 'vulnerabilities', 'plague', 'even', 'protected', 'companies', 'led', 'solutions', 'ubiquitously', 'monitor', 'system', 'activities', 'series', 'system', 'events', 'apply', 'causality', 'analysis', 'reveal', 'attack', 'steps', 'reconstructing', 'events', 'dependencies', 'attack', 'dependency', 'graphs', 'nevertheless', 'existing', 'techniques', 'mainly', 'exploit', 'event', 'time', 'identify', 'dependencies', 'include', 'many', 'less-important', 'dependencies', 'brought', 'irrelevant', 'system', 'activities', 'moreover', 'techniques', 'cannot', 'easily', 'incorporate', 'expert', 'knowledge', 'security', 'analysts', 'due', 'limited', 'extensibility', 'provide', 'little', 'engage', 'security', 'analysts', 'actively', 'explore', 'dependencies', 'expected', 'make', 'major', 'positive', 'impact', 'system', 'security', 'enhancing', 'attack', 'investigation', 'system', 'audit', 'logs', 'provide', 'contextual', 'information', 'help', 'intrusion', 'detection', 'systems', 'better', 'prioritize', 'alerts', 'actively', 'involves', 'students', 'minority', 'underrepresented', 'groups', 'training', 'experiences', 'brbrthe', 'goal', 'proposal', 'develop', 'general', 'query', 'framework', 'express', 'extract', 'contextual', 'attack', 'information', 'constructing', 'small', 'graphs', 'attack-relevant', 'events', 'system', 'audit', 'logs', 'focused', 'following', 'tasks', '1', 'build', 'general', 'infrastructure', 'computes', 'discriminative', 'weights', 'dependencies', 'based', 'various', 'properties', 'system', 'events', 'identify', 'attack-relevant', 'events', 'entry', 'points', 'attacks', '2', 'develop', 'declarative', 'graph', 'query', 'language', 'provides', 'specialized', 'language', 'constructs', 'express', 'various', 'formats', 'causality', 'analysis', '3', 'devise', 'scalable', 'interrogative', 'analysis', 'framework', 'automatically', 'clarify', 'causality', 'analysis', 'tracking', 'expressive', 'causal', 'structures', 'verified', 'hypothetical', 'scenarios', 'enabled', 'what-if', 'semantics', 'advance', 'art', 'revealing', 'attack', 'provenance', 'complex', 'systems', 'engaging', 'security', 'analysts', 'interactive', 'explainable', 'security', 'analytical', 'pipelines', 'gain', 'better', 'understanding', 'fundamental', 'practical', 'challenges', 'building', 'effective', 'attack', 'investigation', 'systembrbrthis', 'foundations']",8060,Secure &Trustworthy Cyberspace,CSE,CNS,Division Of Computer and Network Systems,Yinghui Wu,Ohio,OH,"['SaTC: Secure and Trustworthy Cyberspace', 'SMALL PROJECT']"
2028797,"['security', 'pervasive', 'edge', 'computing', 'ecosystems']",56638,New Mexico State University,08/01/2020,07/31/2022,"['diverse', 'applications', 'autonomous', 'driving', 'industrial', 'internet', 'things', 'iiot', 'augmented', 'virtual', 'reality', 'arvr', 'tele-medicine', 'distributed', 'machine', 'learning', 'driving', 'rapid', 'growth', 'development', 'edge', 'computing', 'deployed', 'last', 'mile', 'network', 'dynamic', 'resource', 'constrained', 'wireless', 'communications', 'dominate', 'applications', 'require', 'computation', 'happen', 'close', 'data', 'source', 'coordinated', 'across', 'nearby', 'devices', 'base', 'stations', 'access', 'points', 'well', 'data', 'services', 'stored', 'media', 'download', 'edge', 'may', 'require', 'computation', 'offloading', 'data', 'center', 'located', 'near', 'edge', 'somewhere', 'internet', 'processes', 'image', 'annotation', 'machine', 'learning', 'furthermore', 'applications', 'rely', 'ultra-low', 'latency', 'communications', 'reliable', 'computations', 'security', 'privacy', 'network', 'edge', 'investigate', 'vision', 'secure', 'pervasive', 'edge', 'computing', 'pec', 'environment', 'abundant', 'edge', 'computing', 'resources', 'eg', 'city', 'infrastructure', 'individuals’', 'devices', 'future', 'wireless', 'devices', 'easily', 'securely', 'marshaled', 'trusted', 'manner', 'make', 'device', 'edge', 'computing', 'feasible', 'particular', 'problem', 'addressed', 'access', 'control', 'authorization', 'devices', 'services', 'edge—essential', 'broad', 'adoption', 'pec', 'meet', 'needs', 'future', 'applications', 'healthcare', 'transportation', 'smart', 'cities', 'smart', 'grid', 'brbrthis', 'focuses', 'investigating', 'access', 'control', 'authorization', 'mechanisms', 'information-centric', 'pec', 'network', 'researchers', 'investigate', 'mechanisms', 'delegating', 'access', 'control-as-a-service', 'acaas', 'network', 'edge', 'efficient', 'revocation', 'access', 'credentials', 'data', 'services', 'dynamic', 'manner', 'secure', 'accounting', 'access', 'control', 'operations', 'verify', 'access', 'control', 'claims', 'service', 'assess', 'users’', 'usage', 'contrast', 'designs', 'competing', 'designs', 'ip', 'network', 'provide', 'comprehensive', 'comparative', 'assessments', 'efficacy', 'proposed', 'approaches', 'results', 'help', 'increase', 'security', 'adoptability', 'trust', 'edge', 'computing', 'speed', 'adoption', 'enabling', 'edge', 'devices', 'become', 'edge', 'computingbrbrthis', 'foundations']",7363,Networking Technology and Syst,CSE,CNS,Division Of Computer and Network Systems,Satyajayant Misra,New Mexico,NM,['EXP PROG TO STIM COMP RES']
