award_id,title,amount,institution,effective_date,expiration_date,abstract,program_element_code,program_element_name,directorate,division_code,division_name,investigator,state_name,state_code,ProgramReference
2016818,"['acquisition', 'performance', 'gpucpu', 'cluster', 'computational', 'sciences', 'engineering']",398945,Florida Institute of Technology,10/01/2020,09/30/2023,"['fit', 'acquiring', 'high-performance', 'computing', 'hpc', 'cluster', 'multi-core', 'intel', 'cpus', 'nvidia', 'v100', 'gpus', 'several', 'layers', 'storage', 'florida', 'institute', 'technology', 'key', 'thrusts', 'include', 'natural', 'sciences', 'chemistry', 'physics', 'mathematics', 'meteorology', 'computer', 'science', 'engineering', 'medicine', 'infrastructure', 'would', 'added', 'previous', 'cluster', 'funded', '2009', 'mri', 'help', 'establish', 'institute', 'computational', 'engineering', 'sciences', 'ices', 'fitbrbrthe', 'design', 'hpc', 'cluster', 'taken', 'cue', 'cern', 'laboratory', 'switzerland', 'arguably', 'largest', 'scientific', 'center', 'world', 'cern', 'strategy', 'meet', 'computing', 'challenges', '3-prong', 'approach', 'scale', 'capacity', 'public', 'clouds', 'hpcs', 'increase', 'data', 'center', 'performance', 'hardware', 'accelerators', 'gpus', 'fpgas', 'tpus', 'utilize', 'computational', 'techniques', 'based', 'artificial', 'intelligence', 'ai', 'machine', 'learning', 'ml', 'present', 'design', 'comprises', 'computing', 'architecture', 'includes', 'on-campus', 'hpc', 'cluster', 'ices', 'hpc', 'based', 'gpu', 'machine', 'learning', 'accelerators', 'well', 'cpus', 'highly', 'efficient', 'networking', 'ensure', 'rapid', 'bi-directional', 'access', 'supercomputers', 'clouds', 'allow', 'super-large', 'computational', 'tasks', 'beyond', 'local', 'hpc', 'capacity', 'run', 'off-site', 'hyperscale', 'providers', 'managed', 'extreme', 'science', 'engineering', 'discovery', 'environment', 'xsede', 'development', 'testing', 'ices', 'hpc', 'facility', 'pertains', 'ices', 'multidisciplinary', 'interdisciplinary', 'computational', 'center', 'computer', 'cluster', 'equipped', 'latest', 'technologies', 'highto-performance', 'computing', 'data', 'storage', 'could', 'allow', 'florida', 'tech', 'work', 'collaborative', 'environment', 'create', 'innovative', 'algorithms', 'techniques', 'utilizing', 'aiml', 'conducting', 'computational-intensive', 'big-data', 'science', 'engineering', 'disciplinesbrbrthis', 'foundations']",1714,Special Projects - CNS,CSE,CNS,Division Of Computer and Network Systems,,,,['MAJOR RESEARCH INSTRUMENTATION']
2018069,"['acquisition', 'cyberinstrument', 'ai-enabled', 'computational', 'science', 'engineering']",651000,Clemson University,10/01/2020,09/30/2023,"['acquire', 'instrument', 'focusing', 'artificial', 'intelligence', 'drive', 'fundamental', 'enable', 'applications', 'existing', 'methodologies', 'instrumentation', 'extends', 'supercomputer', 'institution', 'would', 'serve', 'catalysts', 'academic', 'partnerships', 'among', 'clemson', 'medical', 'sc', 'musc', 'usc', 'hbcusbrbrthe', 'instrument', 'extends', 'supercomputer', 'institution', 'enables', 'artificial', 'intelligence', 'machine', 'learning', 'computational', 'intelligence', 'deep', 'learning', 'statistical', 'methods', 'instrument', 'enables', 'biomedical', 'data', 'science', 'informatics', 'including', 'development', 'tools', 'deep', 'learning', 'methods', 'third', 'generation', 'sequencing', 'data', 'machine-learning', 'algorithms', 'biomedical', 'knowledge', 'discovery', 'systems', 'instrument', 'enables', 'root', 'nodulation', 'legumes', 'cancer', 'biology', 'genomics', 'algorithms', 'visual', 'computing', 'enables', 'fundamental', 'problems', 'related', 'physical', 'simulation', 'numerical', 'control', 'problems', 'spanning', 'broadly', 'predictive', 'scientific', 'visualization', 'production', 'artificial', 'sampling', 'data', 'deep', 'neural', 'network', 'training', 'control', 'safety', 'assurance', 'real-world', 'artifacts', 'autonomous', 'vehiclesbrbrthis', 'foundations']",1189,Major Research Instrumentation,CSE,CNS,Division Of Computer and Network Systems,,,,"['MAJOR RESEARCH INSTRUMENTATION', 'EXP PROG TO STIM COMP RES']"
2018427,"['expansion', 'molecular', 'education', 'consortium', 'computational', 'chemistry', 'mercury', 'via', 'addition', 'performance', 'computers']",400000,Furman University,10/01/2020,09/30/2023,"['high-performance', 'computer', 'hpc', 'adds', 'hpc', 'mercury', 'resources', 'enables', '12', 'groups', 'benefit', 'expanding', 'consortium', '38', 'computational', 'chemists', 'physicists', '33', 'different', 'institutions', 'consortium', 'molecular', 'education', 'consortium', 'computational', 'chemistry', 'mercury', 'objective', 'increase', 'students', 'participating', 'benefiting', 'stimulating', 'highly', 'productive', 'environment', 'enabled', 'projects', 'described', 'utilize', 'tools', 'computational', 'chemistry', 'solve', 'significant', 'problems', 'chemistry', 'chemical', 'physics', 'brbrthe', 'instrument', 'expected', 'increase', 'students', 'participating', 'benefiting', 'stimulating', 'highly', 'productive', 'environment', 'enabled', 'projects', 'utilize', 'tools', 'computational', 'chemistry', 'solve', 'significant', 'problems', 'chemistry', 'chemical', 'physics', 'instrument', 'expansion', 'builds', 'progress', 'momentum', '2001', 'mri', 'allowed', 'consortium', 'purchase', 'high-performance', 'computer', 'assisted', 'formally', 'establishing', 'rigorous', 'accessible', 'programs', 'member', 'institutions', 'instrument', 'enables', 'computational', 'chemistry', 'spanning', 'fields', 'biochemistry', 'biological', 'bioinorganic', 'biophysical', 'environmental', 'inorganic', 'materials', 'machine', 'learning', 'nanoparticles', 'physical', 'physical', 'organic', 'photochemistry', 'polymers', 'solvation', 'effectsbrbrthis', 'foundations']",1640,Information Technology Researc,CSE,CNS,Division Of Computer and Network Systems,George C Shields,South Carolina,SC,"['MAJOR RESEARCH INSTRUMENTATION', 'EXP PROG TO STIM COMP RES']"
2018575,"['acquisition', 'high-performance', 'gpu', 'cluster', 'education']",300079,Montclair State University,10/01/2020,09/30/2023,"['graphics', 'processing', 'unitgpu-acceleration', 'become', 'useful', 'essential', 'tool', 'computational', 'tasks', 'investigations', 'across', 'disciplines', 'data', 'science', 'biological', 'sciences', 'physical', 'social-science', 'areas', 'therefore', 'addition', 'gpu-accelerated', 'computing', 'capacity', 'comprising', 'cluster', 'hybrid', 'gpucpu', 'compute', 'nodes', 'hpc', 'system', 'hawk', 'montclair', 'provides', 'critical', 'education', 'activities', 'across', 'institution', 'share', 'need', 'capacity', 'impact', 'investigations', 'magnified', 'users’', 'access', 'gpu-accelerated', 'computing', 'capacity', 'provided', 'system', 'moreover', 'serving', 'focal', 'point', 'high-performance', 'gpu-accelerated', 'computing', 'system', 'stimulates', 'supports', 'across', 'disciplines', 'investigators', 'well', 'external', 'collaborators', 'setting', 'designated', 'hispanic-serving', 'institution', 'diverse', 'body', 'pis', 'well', 'major', 'users', 'utilize', 'instrument', 'education', 'activities', 'enhance', 'stem', 'education', 'students', 'including', 'significant', 'proportion', 'first-generation', 'students', 'higher', 'education', 'instrument', 'serves', 'attract', 'interest', '--and', 'provide', 'training', 'leading-edge', 'computing', 'to--', 'diverse', 'group', 'students', 'order', 'inspire', 'prepare', 'future', 'stem', 'workforce', 'providing', 'hands', 'on’', 'access', 'gpu-accelerated', 'hpc', 'computing', 'tools', 'techniques', 'enabled', 'platformbrbrthe', 'cluster', 'hybrid', 'gpucpu', 'computer', 'processing', 'units', 'compute', 'nodes', 'acquired', 'integrated', 'hawk', 'system', 'nodes', 'constitute', 'substantial', 'transformative', 'expansion', 'computing', 'capacity', 'education', 'montclair', 'previously', 'generally', 'accessible', 'gpu-accelerated', 'hpc', 'utility', 'cluster', 'compute', 'nodes', 'significantly', 'enhanced', 'leveraging', 'resources', 'hawk', 'cluster', 'system', 'configured', 'accessible', 'pis', 'users', 'across', 'institution', 'well', 'external', 'collaborators', 'supports', 'multiple', 'ongoing', 'gpu-accelerated', 'activities', 'including', 'investigations', '1', 'computing', 'data', 'science', '2', 'biology', 'genomics', '3', 'geomorphology', 'land', 'use', '4', 'computational', 'mathematics', '5', 'applied', 'mathematics', '6', 'business', 'analytics', '7', 'linguistics', 'collaborations', 'include', 'implementation', 'techniques', 'approaches', 'eg', 'machine', 'learning', 'deep', 'neural', 'networks', 'emerging', 'long-standing', 'problems', 'disciplinesbrbrthis', 'foundations']",1189,Major Research Instrumentation,CSE,CNS,Division Of Computer and Network Systems,,,,['MAJOR RESEARCH INSTRUMENTATION']
2018594,"['acquisition', 'shared', 'high-performance', 'computing', 'system', 'cyber-enabled', 'system', 'design']",600000,Iowa State University,10/01/2020,09/30/2023,"['instrument', 'high-performance', 'computing', 'hpc', 'platform', 'accelerate', 'knowledge', 'discovery', 'supporting', '32', 'investigators', '15', 'departments', 'building', 'upon', 'institutional', 'focus', 'simulation-', 'data-driven', 'science', 'enable', 'significant', 'advances', 'two', 'types', 'foundational', 'translational', 'training', 'development', 'leveraging', 'hpc', 'cluster', 'investigators', 'computer', 'science', 'engineering', 'statistics', 'agriculture', 'biology', 'conduct', 'cyber-enabled', 'systems', 'design', 'thermal', 'flows', 'built', 'environment', 'design', 'materials', 'phenotyping', 'methods', 'plant', 'animal', 'agriculture', 'hpc', 'cluster', 'enhance', 'existing', 'collaborative', 'efforts', 'enable', 'building', 'ones', 'advanced', 'training', 'computational', 'modeling', 'algorithm', 'development', 'allow', 'sustained', 'workforce', 'development', 'brbrthis', 'hpc', 'system', 'cyber-enabled', 'system', 'design', 'includes', 'mix', 'computing', 'nodes', 'nodes', 'general-purpose', 'graphics', 'processing', 'units', 'gpgpus', 'sufficient', 'memory', 'disk', 'storage', 'parallel', 'inputoutput', 'capability', 'cutting-edge', 'instrument', 'enable', 'foundational', 'data', 'science', 'advances', 'focus', 'algorithms', 'system', 'design', 'uncertainty', 'cyber-physical', 'data', 'assimilation', 'analysis', 'complex', 'flow', 'material', 'systems', 'translation', 'three', 'thematic', 'areas', 'energy', 'materials', 'manufacturing', 'precision', 'agriculture', 'focus', '“materials', 'design”', 'smart', 'power', 'grid', 'quieter', 'aircraft', 'wind', 'turbines', 'precision', 'animal', 'science', 'c', 'hpc', 'training', 'postgraduate', 'students', 'prepare', 'globally', 'engaged', 'hpc', 'aware', 'workforce', 'computer', 'system', 'potential', 'improve', 'food', 'production', 'energy', 'usage', 'manufacturingbrbrthis', 'foundations']",1189,Major Research Instrumentation,CSE,CNS,Division Of Computer and Network Systems,Sarah M Ryan,Iowa,IA,['MAJOR RESEARCH INSTRUMENTATION']
2018611,"['development', 'instrument', 'faculty', 'multimodal', 'environmental', 'observations']",2610307,Florida International University,10/01/2020,09/30/2025,"['focusing', 'ecological', 'dynamic', 'everglades', 'ecosystem', 'instrument', 'provides', 'platform', 'aggregate', 'compare', 'many', 'environmental', 'data', 'sets', 'evaluates', 'effect', 'algorithms', 'ecological', 'model', 'outputs', 'instrument', 'leverages', 'experiences', 'regional', 'access', 'pilot', 'studies', 'florida', 'everglades', 'expected', 'outcomes', 'likely', 'constitute', 'significant', 'advance', 'state-of-the-art', 'discoveries', 'fields', 'computing', 'ecology', 'developing', 'better', 'understanding', 'spatial', 'temporal', 'synergies', 'ecosystem', 'dynamics', 'scientists', 'able', 'predict', 'complex', 'ecosystem', 'responses', 'guide', 'risk', 'assessment', 'solution', 'development', 'enabled', 'produce', 'evidence-based', 'science', 'useful', 'land-management', 'decisions', 'instrument', 'pilot', 'expandable', 'regions', 'national', 'global', 'scale', 'software', 'fiu-produced', 'data', 'open-sourcedbrbrthis', 'instrument', 'supports', 'requires', 'integration', 'multimodal', 'heterogeneous', 'datasets', 'address', 'challenges', 'current', 'data-driven', 'ecosystems', 'instruments', 'including', 'scaling', 'different', 'data', 'generic', 'global', 'models', 'algorithms', 'calibration', 'exponentially-growing', 'acquisition', 'remotely', 'sensed', 'data', 'specific', 'enabled', 'activities', 'involve', 'multi-dimensional', 'fuzzy', 'logic', 'spatiotemporal', 'data', 'multimodal', 'image', 'analysis', 'machine', 'learning', 'system', 'comprises', 'data', 'repository', 'multimodal', 'ecosystem', 'data', 'aggregator', 'analytical', 'visualization', 'tools', 'existing', 'repositories', 'global', 'datasets', 'readily', 'allow', 'incorporation', 'vast', 'amounts', 'multidimensional', 'historical', 'locally-acquired', 'datasets', 'platform', 'provides', 'comprehensive', 'local', 'data', 'integration', 'correlation', 'global', 'data', 'instrument', 'house', 'well-curated', 'collection', 'environmental', 'data', 'unique', 'service', 'transcend', 'mere', 'curation', 'built-in', 'tools', 'data', 'mining', 'fuzzy-logic', 'reasoning', 'image', 'analysis', 'visualization', '--', 'developed', 'interfaced', 'empower', 'faculty', 'researchersbrbrthis', 'foundations']",1189,Major Research Instrumentation,CSE,CNS,Division Of Computer and Network Systems,Todd A Crowl,Florida,FL,['MAJOR RESEARCH INSTRUMENTATION']
2018864,"['status', 'reports', 'computer', 'information', 'sciences', 'education']",599217,Association of Public and Land-Grant Universities,05/01/2020,04/30/2022,"['according', 'recent', 'estimates', 'tech', 'sector', 'accounts', '102', 'percent', 'us', 'gross', 'domestic', 'product', 'approximately', '18', 'trillion', 'tech', 'jobs', 'poised', 'grow', '131', 'percent', 'rate', 'seven', 'years', 'computing', 'technology', 'industry', 'association', '2019', 'however', 'diversity', 'among', 'computer', 'information', 'sciences', 'graduates', 'remains', 'low', '9', 'percent', 'degrees', '2016-17', 'conferred', 'black', 'students', '10', 'percent', 'conferred', 'hispanic', 'students', 'lack', 'diversity', 'among', 'computer', 'information', 'sciences', 'graduates', 'increasing', 'problem', 'due', 'growth', 'tech', 'industry', 'likely', 'outpace', 'computer', 'information', 'sciences', 'degrees', 'population', 'shifts', 'within', 'trends', 'computer', 'information', 'sciences', 'degrees', 'conferred', 'provide', 'context', 'understanding', 'workforce', 'diversity', 'current', 'future', 'computer', 'information', 'sciences', 'workforce', 'shortages', 'highlighting', 'recent', 'trends', 'national', 'institutional', 'level', 'determining', 'mismatches', 'supply', 'demand', 'assist', 'higher', 'education', 'leaders', 'stakeholders', 'policy', 'makers', 'development', 'targeted', 'efforts', 'broaden', 'specific', 'computer', 'information', 'science', 'disciplines', 'projected', 'shortages', 'exist', 'secondly', 'convening', 'leaders', 'institutions', 'seeking', 'broaden', 'within', 'field', 'computer', 'information', 'sciences', 'establish', 'partnerships', 'across', 'various', 'institutions', 'experts', 'computer', 'information', 'science', 'societies', 'finally', 'development', 'robust', 'online', 'tool', 'combining', 'several', 'national', 'datasets', 'provide', 'various', 'stakeholders', 'researchers', 'opportunity', 'analyze', 'data', 'make', 'peer', 'comparisons', 'build', 'institutional', 'metricsbrbrthe', 'association', 'public', 'land-grant', 'universities', 'aplu', 'examine', 'growth', 'computer', 'information', 'sciences', 'programs', 'departments', 'recent', 'trends', 'racialethnic', 'gender', 'diversity', 'across', 'computer', 'information', 'sciences', 'subfields', 'colleges', 'universities', 'confer', 'larger', 'degrees', 'students', 'underrepresented', 'groups', 'aplu', 'compare', 'diversity', 'rates', 'within', 'computer', 'information', 'sciences', 'degrees', 'conferred', 'diversity', 'rates', 'within', 'computer', 'information', 'sciences', 'workforce', 'including', 'examination', 'anticipated', 'workforce', 'shortages', 'specific', 'computer', 'information', 'sciences', 'subfields', 'order', 'accomplish', 'aim', 'aplu', 'proposes', 'two-year', 'five', 'objectivesbr1', 'determine', 'degrees', 'awarded', 'since', '2010', 'computer', 'information', 'science', 'institutions', 'race', 'ethnicity', 'gender', 'computer', 'information', 'science', 'subdiscipline', 'br2', 'compare', 'diversity', 'computer', 'information', 'science', 'degrees', 'conferred', 'diversity', 'computer', 'information', 'science', 'workforce', 'including', 'examination', 'anticipated', 'workforce', 'shortages', 'specific', 'computer', 'information', 'science', 'subfields', 'br3', 'convene', 'advisory', 'group', 'computer', 'information', 'science', 'faculty', 'industry', 'leaders', 'provide', 'context', 'study', 'findings', 'discuss', 'implication', 'findings', 'br4', 'disseminate', 'findings', 'among', 'computer', 'information', 'science', 'education', 'higher', 'education', 'tech', 'industry', 'leaders', 'br5', 'organize', 'current', 'data', 'sources', 'metrics', 'accessible', 'resource', 'researchers', 'compare', 'analyze', 'computer', 'information', 'science', 'degree', 'awards', 'employment', 'databrbrthis', 'foundations']",1714,Special Projects - CNS,CSE,CNS,Division Of Computer and Network Systems,Eugene Anderson,District of Columbia,DC,['WORKFORCE']
2018900,"['acquisition', 'gpu-accelerated', 'cluster', 'performance', 'rio', 'grande', 'valley', 'cluster', 'hirgv']",699077,The University of Texas Rio Grande Valley,10/01/2020,09/30/2023,"['acquisition', 'high-performance', 'rio', 'grande', 'valley', 'hirgv', 'computing', 'cluster', 'texas', 'rio', 'grande', 'valley', 'utrgv', 'ongoing', 'multidisciplinary', 'provide', 'faculty', 'training', 'heterogeneous', 'computing', 'technologies', 'hirgv', 'mix', 'processors', 'multi-core', 'graphics', 'processing', 'units', 'gpus', 'gpus', 'initially', 'developed', 'satisfy', 'extreme', 'computing', 'needs', 'dynamic', 'visualization', 'video', 'games', 'driving', 'force', 'many', 'applications', 'artificial', 'intelligence', 'need', 'massive', 'parallelization', 'achieve', 'performance', 'projects', 'supported', 'hirgv', 'advance', 'scientific', 'knowledge', 'multiple', 'areas', 'highly', 'relevant', 'national', 'interests', 'design', 'development', 'scale', 'integrated', 'chips', 'become', 'faster', 'weaker', 'signals', 'found', 'gravitational', 'wave', 'searches', 'us', 'leading', 'nation', 'present', 'fuel', 'cell', 'efficiency', 'improved', 'materials', 'cancer', 'therapy', 'advanced', 'cryptography', 'tool', 'service', 'provided', 'community', 'deep', 'reinforcement', 'learning', 'algorithms', 'developed', 'resolve', 'challenging', 'decision', 'making', 'problems', 'beekeepers', 'allowed', 'monitor', 'beehive', 'health', 'ai', 'systems', 'molecular', 'mechanism', 'discovered', 'type', '2', 'diabetes', 'work', 'carried', 'second', 'largest', 'hispanic-serving', 'institution', 'country', 'students', 'predominantly', 'under-represented', 'group', 'receive', 'hands-on', 'training', 'level', 'computing', 'acquire', 'skills', 'demand', '21st', 'century', 'workforcebrbrthe', 'specific', 'goals', 'projects', 'supported', 'hirgv', 'follows', '1', 'parallel', 'computation', 'large-scale', 'sparse', 'matrix', 'solution', 'minimized', 'fill-ins', 'non-zero', 'entries', 'top-left', 'directions', 'improve', 'execution', 'time', 'solve', 'phase', 'sparse', 'matrix', 'solution', '2', 'fast', 'fully-coherent', 'all-sky', 'fcas', 'search', 'gravitational', 'wave', 'gw', 'signals', 'transitioning', 'current', 'episodic', 'always-on', 'fcas', 'search', 'gws', 'binary', 'inspirals', 'result', 'major', 'improvement', 'detection', 'sensitivity', 'parameter', 'estimation', 'accuracy', '3', 'quantum', 'theory', 'atoms', 'molecules', 'qtaim', 'catalytic', 'layers', 'correlated', 'co', 'adsorption', 'phenomenological', 'models', 'solve', 'shortcoming', 'current', 'approaches', 'small', 'molecule', 'adsorption', 'fuel', 'cell', 'technology', '4', 'studying', 'molecular', 'mechanism', 'grp119', 'receptor', 'ligand', 'recognition', 'activation', 'molecular', 'dynamics', 'simulations', 'elucidated', 'ligand', 'recognition', 'activation', 'gpr119', 'lipid', 'binding', 'receptors', 'family', 'used', 'treating', 'type', '2', 'diabetes', 'diseases', '5', 'molecular', 'target', 'identification', 'drug', 'discovery', 'cancer', 'performance', 'gpu', 'cluster', 'discovered', 'biomarkers', 'target', 'proteins', 'applied', 'drug', 'design', 'given', 'target', 'cancer', 'service', '6', 'applying', 'computer', 'vision', 'technologies', 'cvt', 'honey', 'bee', 'health', 'surveillance', 'cvt', 'recording', 'provide', 'analyze', 'honeybee', 'movements', 'presence', 'pests', 'amount', 'type', 'pollen', 'brought', 'hive', '7', 'developing', 'cryptography', 'tool', 'offers', 'various', 'desirable', 'security', 'features', 'low', 'computational', 'cost', 'gpus', '8', 'developing', 'deep', 'reinforcement', 'learning', 'algorithms', 'provide', 'reactive', 'human-like', 'decision-making', 'high-level', 'deliberative', 'explanatory', 'capabilities', 'efficient', 'transfer', 'knowledge', 'tasks', 'addition', 'projects', 'hirgv', 'six', 'projects', 'terms', 'code', 'development', 'testing', 'performance', 'assessment', 'enabling', 'run', 'texas', 'advanced', 'computing', 'center', 'tacc', 'resourcesbrbrthis', 'foundations']",1189,Major Research Instrumentation,CSE,CNS,Division Of Computer and Network Systems,Nikolaos Dimakis,Texas,TX,['MAJOR RESEARCH INSTRUMENTATION']
2018905,"['development', 'integrated', 'instrument', 'testing', 'safety', 'robustness', 'robotic', 'co-workers', 'dynamic', 'environments']",551682,University of Delaware,10/01/2020,09/30/2022,"['merging', 'human', 'living', 'spaces', 'robot', 'workspaces', 'sparks', 'development', 'control', 'estimation', 'perception', 'algorithms', 'theoretically', 'provable', 'performance', 'safety', 'guarantees', 'however', 'date', 'rigorous', 'experimental', 'protocols', 'equipment', 'validating', 'theoretically', 'predicted', 'performance', 'proposed', 'algorithms', 'exist', 'major', 'reason', 'difficulty', 'associated', 'reproducing—in', 'systematic', 'fashion—the', 'dynamic', 'conditions', 'encountered', 'robots', 'operating', 'typical', 'human-centric', 'natural', 'environments', 'ultimate', 'goal', 'promote', 'human-robot', 'co-existence', 'developing', 'unique', 'fully', 'integrated', 'sensing', 'control', 'instrument', 'enable', 'researchers', 'rigorously', 'evaluate', 'performance', 'robotic', 'algorithms', 'response', 'systematically', 'induced', 'dynamic', 'perturbations', 'emulate', 'real-world', 'conditions', 'enables', 'initiation', 'effort', 'realize', 'envisioned', 'instrument', 'component', 'instrument', 'realized', 'legged', 'locomotion', 'bipedal', 'robot', 'integrated', 'controllable', 'environment', 'realized', 'instrumented', 'variable', 'impedance', 'treadmill', 'capable', 'emulating', 'variety', 'terrain', 'realities', 'unique', 'configuration', 'component', 'allow', 'researchers', 'evaluate', 'robot', 'locomotion', 'control', 'methodologies', 'used', 'generate', 'sufficiently', 'rich', 'expressive', 'datasets', 'widely', 'shared', 'internet', 'assist', 'training', 'models', 'locomotion', 'machine', 'learning', 'algorithms', 'proposed', 'effort', 'pave', 'way', 'development', 'similar', 'instruments', 'experimentally', 'testing', 'verifying', 'strengths', 'limitations', 'robotic', 'algorithms', 'brbrthis', 'result', 'development', 'stand-alone', 'component', 'unique', 'shared-use', 'instrument', 'make', 'possible—for', 'first', 'time—measurements', 'contribute', 'creation', 'experimental', 'protocols', 'rigorous', 'assessment', 'robotic', 'locomotion', 'algorithms', 'involve', 'assessment', 'robustness', 'locomotion', 'controllers', 'terrain', 'variability', 'uncertainty', 'performing', 'synchronous', 'measurements', 'motionkinematics', 'bipedal', 'robot', 'walking', 'unique', 'variable', 'stiffness', 'treadmill', 'ii', 'interaction', 'forces', 'robot’s', 'feet', 'treadmill', 'iii', 'deflection', 'treadmill', 'belt', 'compliant', 'environment', 'simulated', 'data', 'kind', 'invaluable', 'studying', 'assessing', 'performance', 'locomotion', 'control', 'strategies', 'variety', 'terrain', 'realities', 'perturbations', 'like', 'sudden', 'changes', 'stiffness', 'terrain', 'underneath', 'leg—including', 'case', 'leg', 'encounters', 'terrain', 'disruption', 'form', 'step-down', 'step-up', 'disturbances—can', 'systematically', 'induced', 'effect', 'measured', 'developed', 'instrument', 'capabilities', 'never', 'context', 'human-sized', 'robotic', 'co-workersbrbrthis', 'foundations']",1640,Information Technology Researc,CSE,CNS,Division Of Computer and Network Systems,,,,"['MAJOR RESEARCH INSTRUMENTATION', 'EXP PROG TO STIM COMP RES']"
2018945,"['acquisition', 'development', 'mobile', 'edge', 'computing', 'equipment', 'education', 'big', 'data', 'analytics', 'applications', 'smart', 'grid', 'pvamu']",358970,Prairie View A & M University,09/01/2020,08/31/2023,"['pervasive', 'interconnected', 'smart', 'objects', 'operating', 'huge', 'amount', 'data', 'generated', 'needs', 'processed', 'efficient', 'timely', 'fashion', 'mobile', 'edge', 'computing', 'promising', 'bring', 'computing', 'closer', 'data', 'mri', 'provide', 'much', 'needed', 'equipment', 'big', 'data', 'analytics', 'mobile', 'edge', 'computing', 'massive', 'internet-of-things', 'iot', 'data', 'explore', 'applications', 'smart', 'microgrid', 'leverage', 'complementary', 'expertise', 'two', 'big', 'data', 'smart', 'grid', 'prairie', 'view', 'pvamu', 'boost', 'education', 'areas', 'big', 'data', 'science', 'distributed', 'machine', 'learning', 'mobile', 'edge', 'computing', 'smart', 'power', 'grid', 'successful', 'provide', 'near', 'real-time', 'analysis', 'processing', 'massive', 'iot', 'data', 'foster', 'digital', 'transformation', 'smart', 'grid', 'furthermore', 'involve', 'team', 'researchers', 'pvamu', 'historically', 'black', 'college', 'hbcu', 'carry', 'education', 'activities', 'engage', 'students', 'especially', 'underrepresented', 'minority', 'students', 'provide', 'training', 'acquisition', 'development', 'testbeds', 'allow', 'pvamu', 'researchers', 'enhance', 'existing', 'perform', 'experiments', 'testing', 'areas', 'big', 'data', 'analytics', 'edge', 'computing', 'smart', 'micro-grid', 'train', 'students', 'becoming', 'highly-skilled', 'future', 'workforce', 'extremely', 'important', 'nationbrbrbrsmart', 'grid', 'emerged', 'internet', 'power', 'supply', 'iot', 'devices', 'measurement', 'control', 'capability', 'deployed', 'monitor', 'status', 'power', 'grid', 'collected', 'data', 'allow', 'us', 'better', 'manage', 'control', 'power', 'generation', 'transmission', 'distribution', 'however', 'systematic', 'study', 'design', 'deployment', 'distributed', 'environment', 'iot', 'supported', 'smart', 'grid', 'must', 'carried', 'achieve', 'internet-of-energy', 'vision', 'although', 'several', 'simulation', 'study', 'software-in-the-loop', 'emulators', 'real', 'world', 'testbed', 'lacking', 'experiments', 'testing', 'validation', 'address', 'challenges', 'team', 'researchers', 'two', 'researcher', 'big', 'data', 'center', 'credit', 'center', 'smart', 'microgrid', 'center', 'smart', 'center', 'pvamu', 'acquire', 'mobile', 'edge', 'computing', 'equipment', 'smart', 'grid', 'monitoring', 'data', 'collection', 'devices', 'mri', 'mechanism', 'develop', 'real', 'world', 'testbed', 'big', 'data', 'analytics', 'edge', 'computing', 'smart', 'grid', 'multidisciplinary', 'team', 'leverage', 'existing', 'capacities', 'use', 'testbeds', 'effective', 'efficient', 'big', 'data', 'processing', 'predictive', 'analysis', 'smart', 'grid', 'via', 'mobile', 'edge', 'computing', 'acquired', 'equipment', 'testbed', 'establish', 'unique', 'capability', 'pvamu', 'hbcu', 'advance', 'mobile', 'edge', 'computing', 'big', 'data', 'analytics', 'mission-critical', 'applications', 'smart', 'grid', 'modernization', 'help', 'validate', 'theoretical', 'results', 'many', 'current', 'studies', 'greatly', 'strengthen', 'broaden', 'big', 'data', 'smart', 'grid', 'activity', 'pvamu', 'across', 'disciplines', 'complementing', 'existing', 'portfolio', 'two', 'pvamu', 'furthermore', 'team', 'committed', 'make', 'proposed', 'testbed', 'community', 'largebrbrthis', 'foundations']",070Y,HBCU-EiR - HBCU-Excellence in,CSE,CNS,Division Of Computer and Network Systems,John Fuller,Texas,TX,['MAJOR RESEARCH INSTRUMENTATION']
